uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
446,174,2,173,174,11.60919540229885,134.0,75,1.0,110.0
447,35,0,35,35,9.942857142857143,32.0,0,1.0,34.0
448,7,0,7,7,12.571428571428571,7.0,4,1.0,7.0
449,79,0,74,79,10.784810126582279,70.0,19,1.0,61.0
450,7,0,7,7,8.142857142857142,7.0,2,1.0,6.0
451,29,0,29,29,12.137931034482758,25.0,12,1.0,28.0
452,211,0,210,211,10.800947867298579,147.0,115,1.0,110.0
453,66,0,62,66,11.757575757575758,60.0,27,1.0,45.0
454,179,0,160,179,10.581005586592179,154.0,61,2.0,107.0
455,524,0,473,524,12.784351145038167,337.0,225,1.0,175.0
456,107,0,89,107,10.906542056074766,93.0,26,1.0,53.0
457,13,0,13,13,10.23076923076923,13.0,7,1.0,13.0
458,76,1,75,76,10.539473684210526,63.0,33,1.0,55.0
459,17,0,16,17,12.529411764705882,16.0,5,1.0,14.0
460,88,0,81,88,10.875,73.0,19,3.0,42.0
461,20,1,18,20,11.6,20.0,9,1.0,17.0
462,73,0,72,73,11.013698630136986,64.0,30,1.0,53.0
463,61,0,60,61,11.39344262295082,52.0,27,1.0,48.0
464,14,0,14,14,14.785714285714286,13.0,10,1.0,12.0
465,135,0,131,135,10.607407407407408,106.0,24,1.0,73.0
466,187,1,176,187,10.6524064171123,156.0,47,1.0,89.0
467,150,0,144,150,10.466666666666667,107.0,56,1.0,87.0
468,58,2,57,58,12.051724137931034,51.0,22,1.0,33.0
469,169,1,165,169,11.011834319526628,147.0,60,1.0,96.0
470,14,0,14,14,9.285714285714286,14.0,4,1.0,12.0
471,165,0,158,165,11.703030303030303,133.0,47,1.0,97.0
472,139,0,136,139,11.115107913669064,102.0,18,1.0,95.0
473,66,0,62,66,11.909090909090908,62.0,38,1.0,43.0
474,31,0,30,31,9.548387096774194,26.0,16,1.0,23.0
475,20,0,20,20,12.7,19.0,11,1.0,17.0
476,28,0,28,28,9.142857142857142,27.0,12,2.0,25.0
477,36,0,32,36,9.944444444444445,30.0,16,1.0,14.0
478,63,0,63,63,11.603174603174603,58.0,37,5.0,54.0
479,14,0,14,14,11.214285714285714,14.0,7,1.0,14.0
480,3,0,3,3,12.333333333333334,3.0,2,1.0,3.0
481,20,0,20,20,12.05,20.0,16,1.0,16.0
482,6,0,6,6,8.333333333333334,6.0,5,1.0,6.0
483,3,0,2,3,14.333333333333334,3.0,2,1.0,2.0
484,25,0,24,25,9.96,21.0,13,1.0,23.0
485,73,2,70,73,10.123287671232877,68.0,48,1.0,59.0
486,33,0,33,33,11.909090909090908,33.0,5,1.0,24.0
487,180,0,176,180,11.072222222222223,145.0,45,1.0,102.0
488,271,0,263,271,10.992619926199263,219.0,78,2.0,143.0
489,160,0,159,160,10.41875,136.0,67,1.0,104.0
490,46,1,45,46,11.152173913043478,42.0,10,1.0,37.0
491,16,0,16,16,9.875,16.0,9,1.0,16.0
492,152,0,148,152,10.631578947368421,119.0,78,1.0,101.0
493,63,0,60,63,10.444444444444445,62.0,25,1.0,52.0
494,9,0,9,9,9.666666666666666,9.0,1,1.0,8.0
495,388,0,375,388,10.675257731958762,296.0,124,1.0,173.0
496,111,0,108,111,11.045045045045045,94.0,38,1.0,74.0
497,73,0,70,73,11.849315068493151,65.0,47,1.0,43.0
498,54,0,54,54,11.12962962962963,48.0,16,1.0,43.0
499,45,0,42,45,11.533333333333333,38.0,16,1.0,27.0
500,13,0,13,13,14.307692307692308,11.0,3,1.0,11.0
501,31,0,31,31,11.32258064516129,30.0,18,1.0,26.0
502,239,1,222,239,10.907949790794978,197.0,44,1.0,93.0
503,73,0,70,73,10.876712328767123,67.0,36,1.0,54.0
504,19,0,19,19,13.842105263157896,19.0,16,1.0,18.0
505,52,0,51,52,11.115384615384615,43.0,29,2.0,43.0
506,3,0,3,3,17.666666666666668,3.0,2,1.0,3.0
507,57,4,57,57,9.929824561403509,46.0,30,1.0,46.0
508,55,0,55,55,12.218181818181819,51.0,25,1.0,36.0
509,64,1,63,64,12.484375,59.0,35,2.0,51.0
510,62,0,62,62,11.35483870967742,55.0,23,1.0,52.0
511,62,0,62,62,10.338709677419354,58.0,36,1.0,49.0
512,5,0,5,5,9.2,5.0,2,1.0,5.0
513,12,0,12,12,9.5,9.0,4,1.0,12.0
514,58,0,56,58,10.931034482758621,46.0,13,1.0,42.0
515,124,0,119,124,11.451612903225806,103.0,44,1.0,56.0
516,80,0,75,80,10.7,65.0,36,1.0,51.0
517,328,0,309,328,10.557926829268293,239.0,104,1.0,113.0
518,176,0,169,176,10.392045454545455,123.0,57,1.0,114.0
519,180,2,172,180,10.816666666666666,154.0,39,1.0,94.0
520,4,0,4,4,9.25,4.0,3,1.0,4.0
521,44,0,44,44,10.477272727272727,38.0,15,1.0,29.0
522,19,0,19,19,13.105263157894736,19.0,6,1.0,17.0
523,307,0,274,307,11.371335504885993,214.0,139,1.0,143.0
524,69,1,69,69,10.652173913043478,64.0,27,1.0,50.0
525,422,0,401,422,12.063981042654028,293.0,70,1.0,178.0
526,3,1,3,3,10.0,3.0,2,1.0,3.0
527,116,2,113,116,12.422413793103448,104.0,48,1.0,57.0
528,46,0,45,46,11.847826086956522,42.0,19,1.0,44.0
529,166,0,164,166,11.042168674698795,125.0,67,1.0,94.0
530,89,3,87,89,9.179775280898877,81.0,37,1.0,62.0
531,8,0,8,8,16.125,8.0,1,1.0,7.0
532,263,0,259,263,11.29657794676806,211.0,58,1.0,131.0
533,324,0,306,324,11.015432098765432,236.0,114,2.0,142.0
534,16,0,16,16,12.4375,16.0,7,1.0,15.0
535,83,5,83,83,11.927710843373495,71.0,29,2.0,50.0
536,110,0,104,110,10.854545454545455,97.0,50,2.0,76.0
537,32,0,32,32,14.0,31.0,11,1.0,26.0
538,436,0,421,436,10.986238532110091,322.0,25,1.0,164.0
539,24,0,24,24,11.25,24.0,15,1.0,18.0
540,30,0,30,30,10.533333333333333,29.0,7,2.0,28.0
541,9,0,9,9,9.88888888888889,9.0,8,1.0,9.0
542,1,0,1,1,6.0,1.0,0,1.0,1.0
543,27,0,27,27,11.592592592592593,26.0,10,1.0,22.0
544,197,0,195,197,10.431472081218274,181.0,42,1.0,116.0
545,9,0,9,9,10.11111111111111,9.0,4,1.0,9.0
546,165,0,157,165,10.503030303030304,133.0,47,1.0,87.0
547,49,0,49,49,10.83673469387755,47.0,9,1.0,37.0
548,374,0,363,374,10.858288770053475,274.0,155,1.0,156.0
549,17,0,17,17,8.294117647058824,16.0,15,1.0,15.0
550,175,1,175,175,11.194285714285714,137.0,16,1.0,101.0
551,160,2,149,160,11.10625,135.0,55,1.0,78.0
552,18,0,18,18,10.11111111111111,18.0,12,1.0,17.0
553,79,0,76,79,10.962025316455696,68.0,58,2.0,54.0
554,2,0,2,2,8.5,2.0,0,1.0,2.0
555,11,0,11,11,14.181818181818182,10.0,8,1.0,11.0
556,56,0,55,56,10.678571428571429,50.0,25,3.0,42.0
557,23,1,23,23,10.565217391304348,20.0,9,1.0,20.0
558,22,1,22,22,9.272727272727273,22.0,13,1.0,21.0
559,154,0,151,154,10.194805194805195,123.0,30,1.0,74.0
560,43,0,43,43,11.465116279069768,40.0,26,1.0,34.0
561,195,15,184,195,10.748717948717948,150.0,30,1.0,95.0
562,57,1,54,57,11.24561403508772,52.0,13,2.0,23.0
563,33,1,33,33,9.696969696969697,32.0,21,1.0,28.0
564,11,0,11,11,9.0,11.0,4,2.0,11.0
565,718,0,696,718,10.789693593314762,486.0,100,1.0,210.0
566,132,0,127,132,12.621212121212121,124.0,58,1.0,90.0
567,42,0,41,42,13.595238095238095,40.0,8,1.0,35.0
568,23,0,23,23,10.0,21.0,10,1.0,23.0
569,511,0,486,511,10.921722113502936,329.0,203,1.0,173.0
570,141,0,137,141,11.801418439716311,121.0,29,2.0,80.0
571,179,0,159,179,11.424581005586592,140.0,46,1.0,86.0
572,38,0,38,38,10.473684210526315,38.0,19,1.0,31.0
573,187,0,187,187,10.6524064171123,129.0,104,1.0,99.0
574,6,0,6,6,10.5,6.0,4,1.0,6.0
575,46,1,46,46,12.369565217391305,41.0,27,1.0,36.0
576,4,0,4,4,10.0,4.0,2,1.0,4.0
577,56,0,56,56,13.142857142857142,49.0,19,1.0,47.0
578,61,0,58,61,10.918032786885245,59.0,24,1.0,47.0
579,4,0,4,4,16.75,4.0,1,1.0,4.0
580,110,0,107,110,11.590909090909092,96.0,26,1.0,71.0
581,135,0,132,135,10.22962962962963,106.0,61,2.0,76.0
582,39,0,39,39,11.025641025641026,36.0,3,2.0,32.0
583,31,0,30,31,9.096774193548388,31.0,15,1.0,28.0
584,103,0,103,103,10.087378640776699,88.0,17,1.0,59.0
585,32,0,32,32,12.21875,30.0,8,1.0,30.0
586,52,0,51,52,11.057692307692308,40.0,22,4.0,45.0
587,50,0,49,50,11.4,46.0,13,1.0,39.0
588,275,8,260,275,10.52,213.0,37,1.0,138.0
589,30,0,30,30,11.166666666666666,29.0,21,5.0,27.0
590,103,0,102,103,11.310679611650485,81.0,61,1.0,64.0
591,14,0,14,14,9.285714285714286,14.0,6,1.0,12.0
592,129,0,117,129,10.155038759689923,120.0,54,1.0,73.0
593,145,0,137,145,12.220689655172414,131.0,65,1.0,87.0
594,133,0,125,133,10.857142857142858,116.0,65,1.0,93.0
595,19,0,19,19,11.0,19.0,5,1.0,17.0
596,32,0,32,32,13.0,32.0,15,1.0,29.0
597,68,0,66,68,12.397058823529411,63.0,30,1.0,46.0
598,34,0,33,34,10.676470588235293,32.0,18,2.0,26.0
599,67,0,63,67,9.850746268656716,56.0,36,4.0,48.0
600,13,0,13,13,10.076923076923077,13.0,1,1.0,12.0
601,59,1,59,59,10.796610169491526,54.0,42,1.0,52.0
602,122,3,121,122,10.975409836065573,91.0,53,1.0,81.0
603,353,0,340,353,10.705382436260622,273.0,28,1.0,159.0
604,115,0,104,115,11.539130434782608,108.0,63,1.0,69.0
605,13,0,13,13,14.307692307692308,13.0,5,2.0,12.0
606,17,0,17,17,10.470588235294118,16.0,7,1.0,16.0
607,78,0,75,78,10.756410256410257,65.0,13,1.0,56.0
608,26,0,25,26,11.076923076923077,25.0,15,1.0,20.0
609,70,0,70,70,11.214285714285714,53.0,21,1.0,55.0
610,32,0,32,32,10.90625,29.0,20,1.0,27.0
611,17,1,17,17,9.941176470588236,14.0,7,1.0,13.0
612,333,0,239,333,12.246246246246246,207.0,86,1.0,111.0
613,321,5,309,321,11.373831775700934,242.0,80,1.0,170.0
614,107,0,100,107,11.02803738317757,96.0,45,1.0,65.0
615,156,1,138,156,11.653846153846153,139.0,51,1.0,76.0
616,191,0,179,191,10.973821989528796,155.0,46,1.0,101.0
617,13,0,12,13,13.846153846153847,13.0,3,2.0,9.0
618,16,0,16,16,11.1875,15.0,8,1.0,15.0
619,367,2,350,367,10.926430517711172,251.0,116,1.0,136.0
620,67,0,62,67,11.462686567164178,64.0,36,1.0,53.0
621,44,0,43,44,11.818181818181818,42.0,27,1.0,32.0
622,86,0,86,86,11.05813953488372,74.0,43,1.0,57.0
623,244,3,226,244,10.327868852459016,203.0,49,1.0,108.0
624,57,0,55,57,11.614035087719298,52.0,28,1.0,34.0
625,34,0,34,34,10.088235294117647,31.0,18,2.0,28.0
626,816,1,694,816,10.973039215686274,547.0,66,1.0,200.0
627,3,0,3,3,7.666666666666667,3.0,3,1.0,3.0
628,83,0,80,83,12.867469879518072,73.0,46,1.0,61.0
629,4,0,4,4,8.75,4.0,2,1.0,4.0
630,48,0,44,48,12.291666666666666,47.0,20,1.0,29.0
631,49,0,47,49,10.857142857142858,43.0,25,1.0,41.0
632,91,0,91,91,11.637362637362637,67.0,38,1.0,75.0
633,84,1,82,84,12.166666666666666,66.0,25,1.0,61.0
634,40,0,40,40,10.25,34.0,14,2.0,37.0
635,102,0,98,102,11.352941176470589,98.0,18,1.0,73.0
636,91,0,86,91,10.824175824175825,82.0,18,1.0,60.0
637,20,0,19,20,11.9,18.0,12,1.0,18.0
638,22,0,22,22,12.045454545454545,22.0,13,1.0,19.0
639,21,0,21,21,10.19047619047619,19.0,5,3.0,21.0
640,9,0,9,9,13.88888888888889,8.0,4,2.0,7.0
641,75,0,74,75,11.52,67.0,43,1.0,53.0
642,20,0,20,20,10.2,18.0,12,1.0,20.0
643,146,19,139,146,11.123287671232877,112.0,56,1.0,74.0
644,92,0,92,92,10.445652173913043,84.0,49,1.0,55.0
645,9,0,8,9,9.555555555555555,8.0,6,1.0,8.0
646,8,0,7,8,11.0,8.0,3,1.0,7.0
647,153,2,153,153,11.241830065359476,124.0,55,1.0,92.0
648,17,0,17,17,11.294117647058824,16.0,12,1.0,16.0
649,12,0,12,12,10.5,11.0,7,1.0,10.0
650,19,3,18,19,9.210526315789474,18.0,5,1.0,18.0
651,24,1,24,24,9.375,24.0,8,2.0,18.0
652,16,0,15,16,11.8125,15.0,8,1.0,15.0
653,64,2,59,64,11.375,63.0,30,1.0,41.0
654,68,0,65,68,10.970588235294118,54.0,21,1.0,36.0
655,9,0,9,9,15.333333333333334,9.0,4,1.0,9.0
656,67,0,65,67,11.253731343283581,66.0,35,1.0,53.0
657,32,0,31,32,11.34375,30.0,14,1.0,26.0
658,37,0,37,37,11.35135135135135,34.0,27,1.0,31.0
659,28,0,26,28,7.857142857142857,28.0,21,1.0,25.0
660,67,0,66,67,10.552238805970148,56.0,38,1.0,52.0
661,125,0,118,125,10.656,110.0,48,1.0,74.0
662,144,0,135,144,11.340277777777779,132.0,47,1.0,81.0
664,2,0,2,2,8.0,2.0,1,2.0,2.0
665,167,0,162,167,11.065868263473053,118.0,49,2.0,100.0
666,193,0,181,193,10.720207253886011,144.0,89,1.0,94.0
667,5,0,5,5,12.2,5.0,1,2.0,4.0
668,67,0,65,67,10.014925373134329,64.0,46,2.0,48.0
669,7,0,7,7,8.714285714285714,7.0,3,1.0,7.0
670,37,0,37,37,10.783783783783784,31.0,11,1.0,30.0
671,18,0,18,18,13.833333333333334,17.0,13,4.0,17.0
672,9,0,9,9,9.777777777777779,8.0,2,1.0,9.0
673,6,0,6,6,14.0,6.0,5,1.0,6.0
674,51,0,49,51,9.901960784313726,48.0,34,1.0,40.0
675,36,1,34,36,11.305555555555555,32.0,5,1.0,32.0
676,14,0,14,14,11.357142857142858,13.0,4,1.0,14.0
677,4,0,4,4,16.0,4.0,0,1.0,4.0
679,226,0,204,226,10.721238938053098,209.0,118,1.0,86.0
680,25,0,24,25,12.08,23.0,13,1.0,20.0
681,156,0,154,156,10.666666666666666,112.0,29,1.0,85.0
682,36,7,36,36,10.666666666666666,33.0,9,2.0,31.0
683,35,0,35,35,11.6,33.0,20,1.0,29.0
684,14,0,14,14,16.571428571428573,14.0,10,1.0,14.0
685,39,7,38,39,12.76923076923077,35.0,9,1.0,35.0
686,31,0,28,31,11.193548387096774,26.0,12,1.0,19.0
687,34,0,34,34,12.764705882352942,30.0,14,2.0,30.0
688,325,0,314,325,11.587692307692308,236.0,61,1.0,140.0
689,16,0,16,16,12.0,14.0,8,1.0,16.0
690,112,0,106,112,12.089285714285714,103.0,37,1.0,64.0
691,197,0,188,197,11.345177664974619,132.0,64,2.0,115.0
692,336,0,311,336,10.797619047619047,262.0,71,1.0,119.0
693,70,0,69,70,11.985714285714286,64.0,19,1.0,46.0
694,217,0,214,217,11.304147465437788,139.0,88,1.0,105.0
695,44,0,43,44,12.0,39.0,22,2.0,36.0
696,40,0,40,40,10.125,40.0,21,1.0,33.0
697,41,0,39,41,11.195121951219512,35.0,9,1.0,34.0
698,85,0,84,85,10.48235294117647,75.0,67,1.0,61.0
699,94,0,91,94,12.308510638297872,86.0,42,1.0,52.0
700,4,0,4,4,15.25,4.0,2,1.0,4.0
701,6,0,6,6,9.0,6.0,3,1.0,6.0
702,38,0,37,38,10.736842105263158,31.0,22,1.0,33.0
703,66,0,64,66,12.151515151515152,59.0,27,1.0,50.0
704,5,0,5,5,9.6,5.0,4,1.0,5.0
705,21,0,21,21,10.571428571428571,21.0,6,1.0,21.0
706,14,0,14,14,8.785714285714286,14.0,6,1.0,14.0
707,239,0,234,239,10.836820083682008,195.0,80,1.0,102.0
708,32,0,30,32,10.40625,31.0,15,2.0,28.0
709,27,0,27,27,9.185185185185185,21.0,16,1.0,25.0
710,53,0,53,53,10.339622641509434,51.0,12,3.0,44.0
711,25,0,20,25,9.8,24.0,13,1.0,20.0
712,53,0,50,53,11.037735849056604,45.0,19,1.0,36.0
713,41,0,41,41,11.146341463414634,38.0,30,1.0,36.0
714,63,0,62,63,11.238095238095237,56.0,31,1.0,45.0
715,75,0,75,75,11.173333333333334,65.0,46,3.0,59.0
716,211,4,181,211,11.236966824644549,174.0,121,1.0,87.0
717,406,0,391,406,10.31527093596059,284.0,121,2.0,152.0
718,173,0,170,173,11.017341040462428,142.0,83,1.0,104.0
719,5,0,5,5,14.6,5.0,0,1.0,5.0
720,75,0,75,75,12.026666666666667,65.0,19,2.0,51.0
721,21,0,21,21,11.428571428571429,20.0,11,1.0,21.0
722,54,4,54,54,10.62962962962963,45.0,19,1.0,37.0
723,2,0,2,2,9.5,2.0,0,1.0,2.0
724,52,0,51,52,11.865384615384615,50.0,26,1.0,40.0
725,6,0,6,6,7.5,6.0,2,1.0,6.0
726,26,0,24,26,13.076923076923077,25.0,5,1.0,23.0
727,15,0,15,15,12.933333333333334,15.0,4,1.0,13.0
729,252,0,248,252,10.305555555555555,187.0,72,1.0,127.0
730,206,44,204,206,10.927184466019417,160.0,30,1.0,116.0
731,9,0,9,9,9.444444444444445,9.0,6,1.0,9.0
732,13,0,13,13,8.846153846153847,12.0,4,2.0,11.0
733,123,0,122,123,10.739837398373984,109.0,51,2.0,80.0
734,49,0,49,49,10.285714285714286,43.0,18,1.0,43.0
735,35,5,32,35,9.485714285714286,33.0,6,1.0,30.0
736,15,0,15,15,15.533333333333333,15.0,9,1.0,15.0
737,95,3,95,95,11.873684210526315,89.0,28,1.0,55.0
738,117,0,116,117,11.196581196581196,93.0,61,3.0,81.0
739,32,1,30,32,10.21875,30.0,18,1.0,14.0
740,96,0,91,96,11.71875,78.0,16,1.0,68.0
741,62,4,60,62,10.67741935483871,54.0,25,1.0,50.0
742,29,1,29,29,10.793103448275861,25.0,22,1.0,29.0
743,102,0,100,102,11.323529411764707,79.0,72,2.0,66.0
744,60,0,59,60,12.2,55.0,13,1.0,46.0
745,91,0,85,91,11.307692307692308,77.0,58,2.0,63.0
746,80,1,78,80,11.125,72.0,21,4.0,58.0
747,48,0,44,48,11.458333333333334,44.0,13,2.0,37.0
748,127,0,124,127,10.645669291338583,112.0,67,1.0,60.0
749,37,0,36,37,9.405405405405405,33.0,19,1.0,31.0
750,12,0,11,12,10.833333333333334,12.0,4,1.0,11.0
751,62,0,62,62,12.306451612903226,55.0,27,3.0,48.0
752,20,1,20,20,9.05,19.0,16,1.0,19.0
753,178,0,176,178,10.0561797752809,139.0,59,1.0,111.0
754,28,0,28,28,12.0,25.0,17,3.0,24.0
755,28,5,27,28,9.071428571428571,28.0,5,1.0,8.0
756,34,0,34,34,12.0,32.0,17,1.0,25.0
757,83,0,79,83,10.048192771084338,65.0,34,1.0,57.0
758,38,0,38,38,9.947368421052632,34.0,22,1.0,31.0
760,430,0,394,430,10.92093023255814,307.0,109,1.0,161.0
761,87,0,86,87,11.850574712643677,82.0,42,1.0,60.0
762,56,0,55,56,12.107142857142858,55.0,24,3.0,48.0
763,153,0,138,153,10.019607843137255,126.0,60,1.0,82.0
764,12,0,12,12,8.0,12.0,8,1.0,10.0
765,152,0,151,152,11.217105263157896,129.0,35,1.0,97.0
766,127,0,123,127,11.566929133858268,123.0,64,1.0,63.0
767,232,0,223,232,11.991379310344827,192.0,60,1.0,94.0
768,21,0,21,21,10.619047619047619,21.0,11,1.0,18.0
769,38,0,35,38,10.842105263157896,37.0,25,3.0,26.0
770,14,0,14,14,10.285714285714286,13.0,3,1.0,11.0
771,89,0,88,89,11.460674157303371,75.0,51,1.0,56.0
772,2,0,2,2,9.0,2.0,1,1.0,2.0
773,246,0,236,246,10.752032520325203,167.0,106,1.0,128.0
774,55,0,54,55,10.272727272727273,53.0,4,2.0,45.0
775,56,0,55,56,10.696428571428571,54.0,27,1.0,42.0
776,160,0,159,160,11.21875,125.0,76,1.0,96.0
777,178,0,165,178,10.904494382022472,144.0,107,1.0,91.0
778,62,0,62,62,10.290322580645162,53.0,31,1.0,54.0
779,56,0,55,56,11.571428571428571,46.0,16,1.0,43.0
780,76,0,76,76,11.68421052631579,70.0,27,1.0,58.0
781,147,0,124,147,11.210884353741497,131.0,42,1.0,58.0
782,26,0,26,26,8.846153846153847,24.0,6,2.0,22.0
783,26,0,26,26,12.346153846153847,21.0,13,1.0,23.0
784,30,0,30,30,10.533333333333333,29.0,27,1.0,25.0
785,70,0,68,70,11.8,55.0,11,2.0,57.0
786,239,0,230,239,11.882845188284518,190.0,56,1.0,123.0
787,25,0,24,25,10.24,21.0,4,2.0,20.0
788,40,0,40,40,10.125,33.0,23,1.0,33.0
789,47,0,46,47,11.191489361702128,47.0,21,1.0,39.0
790,75,0,69,75,10.706666666666667,66.0,26,2.0,47.0
792,43,0,43,43,11.093023255813954,41.0,7,1.0,31.0
793,207,0,204,207,12.251207729468598,158.0,56,1.0,127.0
794,66,0,65,66,11.075757575757576,62.0,26,1.0,51.0
795,19,0,19,19,12.526315789473685,19.0,2,2.0,17.0
796,14,0,14,14,10.071428571428571,14.0,9,1.0,13.0
797,15,0,15,15,9.733333333333333,15.0,13,1.0,14.0
798,37,0,36,37,10.91891891891892,27.0,17,1.0,34.0
799,174,0,136,174,11.195402298850574,135.0,68,1.0,82.0
800,18,0,18,18,11.333333333333334,17.0,11,1.0,17.0
801,63,0,61,63,13.079365079365079,56.0,21,1.0,50.0
802,24,0,24,24,12.791666666666666,20.0,12,1.0,24.0
803,15,1,14,15,11.066666666666666,14.0,8,1.0,14.0
804,6,0,6,6,10.666666666666666,6.0,3,1.0,6.0
805,4,0,4,4,10.0,4.0,2,1.0,4.0
806,106,0,105,106,11.075471698113208,90.0,42,1.0,60.0
807,184,0,181,184,12.146739130434783,146.0,27,1.0,93.0
808,29,0,29,29,10.96551724137931,28.0,5,1.0,28.0
809,178,0,171,178,11.280898876404494,162.0,73,1.0,91.0
810,55,0,55,55,11.272727272727273,45.0,25,1.0,45.0
811,48,0,48,48,11.3125,37.0,13,1.0,43.0
812,7,0,7,7,15.142857142857142,7.0,5,1.0,7.0
813,82,1,81,82,12.146341463414634,66.0,17,1.0,59.0
814,109,0,102,109,11.862385321100918,97.0,29,2.0,59.0
815,11,0,11,11,11.454545454545455,10.0,9,1.0,9.0
816,35,0,34,35,11.314285714285715,34.0,4,1.0,30.0
817,48,0,48,48,13.6875,43.0,16,2.0,44.0
818,567,0,544,567,10.71957671957672,364.0,51,1.0,165.0
819,24,0,24,24,10.708333333333334,23.0,11,1.0,23.0
820,166,0,161,166,11.102409638554217,154.0,101,1.0,99.0
821,19,0,19,19,9.68421052631579,17.0,14,1.0,17.0
822,131,0,123,131,10.755725190839694,119.0,20,1.0,83.0
823,112,0,101,112,11.383928571428571,101.0,17,1.0,81.0
824,17,0,17,17,9.882352941176471,17.0,4,1.0,16.0
825,288,1,254,288,11.277777777777779,241.0,63,1.0,121.0
826,8,0,8,8,13.375,8.0,5,1.0,8.0
827,73,0,70,73,10.246575342465754,64.0,36,1.0,43.0
828,138,1,132,138,10.826086956521738,106.0,17,1.0,55.0
829,89,0,88,89,11.067415730337078,74.0,36,1.0,67.0
830,17,0,17,17,9.941176470588236,16.0,9,1.0,14.0
831,47,0,45,47,11.361702127659575,45.0,20,1.0,31.0
832,150,0,142,150,11.04,116.0,40,3.0,88.0
833,56,0,54,56,12.714285714285714,51.0,34,1.0,30.0
834,478,2,471,478,11.112970711297072,356.0,153,1.0,185.0
835,6,1,6,6,9.5,6.0,2,1.0,6.0
836,63,0,62,63,10.523809523809524,54.0,13,1.0,44.0
837,65,0,65,65,12.092307692307692,58.0,32,1.0,56.0
838,14,0,14,14,9.071428571428571,13.0,2,1.0,6.0
839,34,0,34,34,11.088235294117647,30.0,21,2.0,25.0
840,14,0,14,14,10.214285714285714,13.0,9,1.0,12.0
841,20,0,20,20,9.5,20.0,9,1.0,17.0
842,46,0,46,46,10.891304347826088,43.0,17,1.0,40.0
843,67,0,66,67,11.64179104477612,64.0,12,2.0,44.0
844,337,0,318,337,10.919881305637983,303.0,126,3.0,132.0
845,44,1,44,44,12.0,44.0,19,1.0,34.0
846,28,0,28,28,10.035714285714286,27.0,28,1.0,21.0
847,10,0,10,10,10.2,10.0,6,1.0,10.0
848,10,1,9,10,10.2,10.0,7,1.0,8.0
849,111,0,110,111,11.063063063063064,100.0,44,4.0,75.0
850,142,0,141,142,10.45774647887324,99.0,56,2.0,94.0
851,124,0,122,124,11.330645161290322,97.0,28,1.0,72.0
852,245,7,220,245,10.50204081632653,179.0,89,1.0,118.0
853,62,0,61,62,10.580645161290322,60.0,18,1.0,48.0
854,27,0,27,27,9.37037037037037,26.0,17,2.0,25.0
855,20,0,20,20,13.15,18.0,11,1.0,16.0
856,52,0,52,52,10.942307692307692,47.0,19,1.0,41.0
857,175,0,168,175,10.742857142857142,134.0,101,1.0,102.0
858,176,0,175,176,10.170454545454545,124.0,63,1.0,107.0
859,167,0,165,167,11.233532934131736,138.0,32,1.0,104.0
860,50,0,49,50,10.1,44.0,34,2.0,39.0
861,411,0,395,411,10.863746958637469,297.0,126,1.0,161.0
862,235,0,226,235,10.804255319148936,177.0,88,1.0,125.0
863,341,0,322,341,10.994134897360704,257.0,23,1.0,140.0
864,58,0,55,58,10.793103448275861,54.0,32,1.0,44.0
865,92,0,87,92,11.304347826086957,86.0,32,1.0,57.0
866,269,1,258,269,10.531598513011152,210.0,42,1.0,113.0
867,207,0,200,207,10.705314009661835,180.0,30,2.0,106.0
868,49,0,48,49,10.36734693877551,44.0,17,1.0,33.0
869,62,0,62,62,11.290322580645162,56.0,27,1.0,43.0
870,106,0,106,106,11.18867924528302,93.0,43,1.0,69.0
871,604,6,559,604,11.059602649006623,401.0,92,1.0,177.0
872,54,0,54,54,10.74074074074074,49.0,22,1.0,40.0
873,13,0,13,13,11.461538461538462,12.0,8,1.0,12.0
874,27,0,27,27,10.666666666666666,22.0,4,1.0,18.0
875,16,0,16,16,9.125,16.0,13,3.0,15.0
876,1,0,1,1,8.0,1.0,0,1.0,1.0
877,121,0,118,121,10.710743801652892,111.0,83,1.0,64.0
878,73,0,72,73,11.273972602739725,64.0,15,1.0,58.0
879,35,0,34,35,10.257142857142858,31.0,16,3.0,25.0
880,29,3,29,29,9.758620689655173,27.0,21,1.0,24.0
881,462,2,428,462,11.0995670995671,351.0,58,1.0,152.0
882,40,0,38,40,10.35,35.0,28,1.0,25.0
883,285,1,276,285,11.126315789473685,209.0,50,1.0,123.0
884,31,0,31,31,10.451612903225806,27.0,15,1.0,29.0
885,103,0,102,103,11.281553398058252,86.0,31,1.0,79.0
886,65,0,65,65,11.246153846153845,53.0,8,1.0,54.0
887,91,0,81,91,10.0,83.0,31,1.0,48.0
888,63,0,60,63,11.603174603174603,59.0,37,1.0,53.0
889,45,0,45,45,13.28888888888889,39.0,36,1.0,39.0
890,1,0,1,1,10.0,1.0,0,1.0,1.0
891,191,1,182,191,11.178010471204189,161.0,54,1.0,104.0
892,96,0,91,96,10.958333333333334,85.0,49,1.0,51.0
893,27,0,27,27,11.222222222222221,19.0,23,1.0,23.0
894,142,0,139,142,11.035211267605634,114.0,31,1.0,73.0
895,6,0,6,6,10.0,6.0,1,1.0,6.0
896,125,0,110,125,11.032,113.0,35,1.0,55.0
